---------
---------
-48.1881 , 17.7925
-48.8902 , 17.6371
-47.7187 , 17.9138
-22.2943 , 28.8172
-19.1072 , 28.0834
-17.4654 , 28.437
-16.6585 , 28.3464
-13.6873 , 28.0216
-10.1416 , 27.9634
-6.79862 , 29.3494
-2.08405 , 28.9045
8.48896 , 19.1346
8.81986 , 19.4501
9.93758 , 20.2012
11.8956 , 20.6096
14.0508 , 20.6596
16.9922 , 20.6574
17.5187 , 20.3057
19.1134 , 19.3143
21.4495 , 18.1674
22.0331 , 17.8434
22.7055 , 17.6817
23.3394 , 17.7914
24.2694 , 17.3562
24.2975 , 0.515673
26.5623 , 2.09646
28.5306 , 6.58041
30.6064 , 4.54621
33.1818 , 4.28437
34.3325 , 4.18358
---------
---------
42.9305 , 11.4738
43.406 , 11.1086
---------
---------
-44.621 , -2.3267
-47.3982 , -1.96941
-29.3414 , -8.28142
-20.634 , -12.3762
-20.6586 , -11.9899
-21.0896 , -11.2282
-20.848 , -11.1814
-20.8518 , -11.2373
-17.378 , 3.88148
-17.1216 , 2.03893
-16.6405 , 1.55027
-15.213 , 1.67998
-7.72897 , 23.6637
-3.2004 , 26.4588
1.41809 , 28.8754
5.27195 , 28.8728
7.92092 , 28.8409
9.99595 , 26.9399
11.1476 , 26.2707
12.7397 , 25.6713
14.2613 , 25.4163
15.5331 , 23.2503
36.2961 , 11.7812
39.9607 , 8.04932
---------
---------
-30.8106 , 12.2595
-14.2548 , 25.9988
-10.0986 , 25.9482
-6.64096 , 27.0938
-1.89892 , 28.567
3.05841 , 30.2294
11.2064 , 19.5121
12.648 , 19.904
15.1283 , 19.6594
17.8913 , 19.4567
20.9868 , 18.1603
23.8098 , 16.9652
26.7721 , 15.8457
31.1284 , 14.3335
37.4443 , 11.7609
---------
---------
-31.4458 , 8.13226
-8.65021 , 26.6808
-5.3473 , 29.1308
-2.05028 , 29.0196
0.785783 , 29.0131
2.33093 , 28.9624
5.03996 , 28.916
8.75317 , 29.229
11.8315 , 29.5075
14.9515 , 31.1431
17.8332 , 32.0104
20.5704 , 32.2041
21.7721 , 32.0917
24.401 , 32.0337
27.3103 , 32.0639
30.1726 , 32.1815
33.6341 , 32.3083
46.4625 , 32.3231
47.5773 , 31.1305
49.5005 , 28.8768
50.8863 , 27.6459
50.8505 , 26.9691
51.3227 , 26.3166
51.1822 , 25.5735
51.0392 , 25.0323
50.7641 , 23.2838
50.8621 , 20.4987
50.9114 , 19.0473
43.1327 , -4.9233
44.554 , -4.38934
---------
---------
45.4046 , -8.65324
46.521 , -8.96023
---------
---------
-32.2163 , -14.5607
-31.1369 , -4.68214
-22.394 , -5.9919
-20.0948 , -5.88549
-17.8113 , -4.44477
-16.4287 , -3.02477
-14.1944 , -2.72594
-12.6088 , -1.89801
-12.0067 , -2.37113
-9.91088 , -4.00616
-8.94726 , -4.07167
-8.59022 , -5.21236
-0.160247 , -27.2441
3.27263 , -29.4957
7.33217 , -29.9296
8.70054 , -30.0507
10.5868 , -30.2214
12.0531 , -30.8858
12.7326 , -33.0434
13.3832 , -33.07
16.7378 , -32.7526
20.3648 , -32.9513
22.8568 , -32.7592
25.9694 , -29.9014
26.5712 , -28.3149
26.8171 , -28.6765
27.1553 , -29.5462
27.6317 , -29.9732
30.9085 , -30.8561
35.1526 , -30.656
41.7498 , -30.79
49.5697 , -28.3279
50.1308 , -27.073
50.7505 , -24.8568
51.0962 , -21.4189
50.7924 , -18.8555
51.2633 , -17.4605
50.1186 , -13.6207
47.2117 , -10.1342
48.414 , -9.67632
---------
---------
---------
---------
-44.5651 , 25.2934
-38.6738 , 11.5303
-39.1931 , 10.9098
-38.2093 , 11.1307
-24.9227 , 7.43553
-24.7325 , 8.40622
-12.8071 , 25.1186
-9.698 , 25.7661
-5.34221 , 28.1652
-1.03969 , 29.3966
0.263023 , 29.4704
3.46915 , 30.0662
6.06654 , 30.8779
8.9554 , 30.4789
10.6492 , 30.7842
12.7514 , 32.36
15.2095 , 32.2807
16.9545 , 32.5798
18.9141 , 32.2287
19.9426 , 32.0368
21.0352 , 32.399
22.6424 , 32.2437
23.812 , 32.4229
25.2981 , 32.1077
26.0291 , 32.1741
27.1529 , 32.3472
28.3903 , 32.0027
29.1132 , 31.8066
30.574 , 31.6873
30.4559 , 17.7865
31.8991 , 17.3406
34.5069 , 16.5784
37.3792 , 15.8922
40.1361 , 15.2699
42.9809 , 14.8116
45.7714 , 13.8794
48.9733 , 11.5346
50.2458 , 11.5555
50.4113 , 10.8494
48.2002 , -6.65811
---------
---------
-15.4441 , 3.63354
-14.7074 , -8.35214
-14.2461 , -7.51551
-3.43112 , 15.5267
0.811536 , 15.9268
4.38916 , 18.7627
17.6288 , 29.8325
23.7482 , 30.0788
40.6379 , 30.9654
45.7236 , 28.8835
46.62 , 28.525
47.0004 , 28.3482
47.5911 , 27.8369
48.4772 , 26.5909
48.6556 , 26.2452
49.1267 , 26.1337
50.8618 , 25.3073
50.9862 , 24.0556
51.0792 , 23.6468
51.2084 , 22.457
51.0818 , 21.3076
50.9985 , 20.5814
40.6447 , 10.4714
41.4518 , 8.05965
---------
---------
47.8094 , 4.73695
---------
---------
---------
---------
-42.7302 , -5.46067
-43.3025 , -6.08195
-42.5237 , -5.57578
-26.2407 , -0.057003
-26.3024 , -0.067379
-26.0848 , -1.08734
-16.7994 , -20.9857
-16.6951 , -20.9955
-15.8927 , -20.5763
-11.5921 , -18.3828
-5.87946 , -18.2816
-4.4149 , -18.0534
-1.31019 , -17.833
1.32906 , -18.6634
4.89406 , -18.6667
7.841 , -18.981
9.90748 , -18.8178
10.9736 , -18.7589
10.8682 , -18.4261
10.8093 , -17.6243
17.6383 , -12.0667
21.0896 , -12.0406
34.4769 , -12.2176
38.1338 , -13.4426
39.0089 , -12.4851
---------
47.2082 , -9.66929
---------
---------
47.8957 , 21.5678
---------
---------
-42.4897 , 16.2946
-42.1812 , 16.3175
-42.6472 , 16.5653
-41.4842 , 16.1898
-41.9733 , 16.1835
-41.0216 , 15.7885
-37.8135 , 14.5013
-36.0119 , 14.3674
-35.5306 , 13.8474
-33.6017 , 12.3909
-30.2702 , 11.6429
-29.0053 , 10.5329
-28.3551 , 11.5682
-13.6809 , 26.0155
-8.62881 , 24.5951
-5.16117 , 23.7139
-3.35859 , 23.132
-1.55233 , 22.4604
1.10101 , 21.5166
4.37283 , 20.6438
7.07518 , 18.4919
9.25406 , 11.9691
16.7575 , 26.1016
18.6841 , 27.5769
20.4982 , 29.5425
22.4282 , 31.107
25.2378 , 32.1885
28.8516 , 32.002
32.2204 , 31.7364
46.8492 , 30.6598
49.1662 , 27.3591
50.8216 , 25.2146
47.4354 , 9.76005
49.6292 , 8.2846
---------
---------
27.4673 , 21.404
30.4881 , 19.9401
36.2462 , 12.9216
45.2137 , 13.4743
---------
---------
-22.1366 , 0.652173
-14.285 , -21.6236
